step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,row_id,hour,day,is_transfer,is_cash_out,orig_txn_count_prior,orig_amount_prior_sum,orig_avg_amount_prior,orig_prev_step,orig_time_since_prev,orig_prev_amount,orig_amount_to_oldbalance_ratio,orig_balance_drop,orig_balance_drop_ratio,orig_amount_vs_prior_avg,dest_txn_count_prior,dest_amount_prior_sum,dest_avg_amount_prior,dest_prev_step,dest_time_since_prev,amount_vs_dest_prior_avg,orig_txn_count_last_1,orig_amount_sum_last_1,orig_txn_count_last_6,orig_amount_sum_last_6,orig_txn_count_last_24,orig_amount_sum_last_24,anomaly_score,anomaly_rank
692,CASH_OUT,334946.64,C645416151,4325.0,0.0,C539173994,72950585.78,73285532.42,0,0,6342739,20,28,0,1,0,0.0,,,,,77.4443098265896,4325.0,1.0,,17,55533378.61,3266669.33,687.0,5.0,0.10253460211719685,0.0,0.0,0.0,0.0,0.0,0.0,0.6606276868287342,685
688,CASH_IN,42375.55,C79921070,16742459.45,16784835.0,C1471659293,3700109.41,3657733.86,0,0,6322235,16,28,0,0,0,0.0,,,,,0.002531023003313889,-42375.550000000745,-0.0025310230033139336,,43,10913493.87,253802.18302325578,398.0,290.0,0.16696290589477378,0.0,0.0,0.0,0.0,0.0,0.0,0.6606254849519086,686
688,TRANSFER,397226.0,C1355643297,0.0,0.0,C122631871,13554126.27,13951352.27,0,0,6321227,16,28,1,0,0,0.0,,,,,,0.0,,,40,17111319.509999998,427782.98775,401.0,287.0,0.928568950554299,0.0,0.0,0.0,0.0,0.0,0.0,0.6606205951059942,687
690,TRANSFER,989643.02,C337512509,208893.16,0.0,C1876995944,9219492.42,10209135.44,0,0,6329279,18,28,1,0,0,0.0,,,,,4.73755588742111,208893.16,1.0,,31,13711778.43,442315.43322580645,303.0,387.0,2.2374146268931505,0.0,0.0,0.0,0.0,0.0,0.0,0.6605815125429135,688
692,CASH_OUT,6856104.02,C359146196,6856104.02,0.0,C948690681,751321.25,7607425.27,1,0,6344448,20,28,0,1,0,0.0,,,,,1.0,6856104.02,1.0,,2,470703.4199999999,235351.70999999996,300.0,392.0,29.131311686666738,0.0,0.0,0.0,0.0,0.0,0.0,0.6604865875204509,689
681,CASH_IN,425009.86,C1243880839,186.0,425195.86,C1820775155,507631.79,82621.93,0,0,6301190,9,28,0,0,0,0.0,,,,,2284.9992473118277,-425009.86,-2284.9992473118277,,7,1209800.98,172828.71142857143,369.0,312.0,2.459139204863266,0.0,0.0,0.0,0.0,0.0,0.0,0.6604538229842419,690
642,CASH_IN,95853.88,C685236362,12177519.98,12273373.86,C1771312800,10389253.39,10293399.5,0,0,6278593,18,26,0,0,0,0.0,,,,,0.00787137940709008,-95853.87999999896,-0.007871379407089993,,33,11309131.87,342700.96575757576,398.0,244.0,0.27970122520111707,0.0,0.0,0.0,0.0,0.0,0.0,0.6603920039719744,691
686,CASH_OUT,44840.99,C1834909349,0.0,0.0,C2146116499,29302994.06,29347835.06,0,0,6312143,14,28,0,1,0,0.0,,,,,,0.0,,,9,28825962.650000002,3202884.738888889,359.0,327.0,0.01400018847245679,0.0,0.0,0.0,0.0,0.0,0.0,0.6602076887378746,692
661,TRANSFER,2717502.65,C627195927,0.0,0.0,C768813253,8741852.14,11459354.79,0,0,6290056,13,27,1,0,0,0.0,,,,,,0.0,,,7,9224432.339999998,1317776.0485714283,379.0,282.0,2.062188528123564,0.0,0.0,0.0,0.0,0.0,0.0,0.6601765937713143,693
676,CASH_OUT,3542716.02,C488587409,3542716.02,0.0,C1867928839,4746.62,3547462.65,1,0,6296665,4,28,0,1,0,0.0,,,,,1.0,3542716.02,1.0,,2,24649.080000000075,12324.540000000037,211.0,465.0,287.4521905077179,0.0,0.0,0.0,0.0,0.0,0.0,0.660153645718495,694
661,TRANSFER,4452679.97,C1306892803,0.0,0.0,C419579997,9111816.13,13564496.1,0,0,6290517,13,27,1,0,0,0.0,,,,,,0.0,,,8,1757813.67,219726.70875,379.0,282.0,20.264627797552627,0.0,0.0,0.0,0.0,0.0,0.0,0.6601374524270628,695
687,CASH_IN,79718.14,C1969040526,7671626.99,7751345.13,C869429589,12347437.32,12267719.18,0,0,6320507,15,28,0,0,0,0.0,,,,,0.010391295106489529,-79718.13999999966,-0.010391295106489486,,45,17575599.62,390568.8804444445,483.0,204.0,0.2041077617584008,0.0,0.0,0.0,0.0,0.0,0.0,0.6601217250555099,696
691,CASH_OUT,245332.76,C1310952784,15155.0,0.0,C1230649898,29877995.84,30123328.6,0,0,6336289,19,28,0,1,0,0.0,,,,,16.188238865061038,15155.0,1.0,,13,21364377.97,1643413.69,375.0,316.0,0.14928241226954853,0.0,0.0,0.0,0.0,0.0,0.0,0.6601060226186914,697
642,CASH_OUT,433624.01,C513446469,0.0,0.0,C707403537,327998074.22,328431698.23,0,0,6278980,18,26,0,1,0,0.0,,,,,,0.0,,,16,298940794.41,18683799.650625,564.0,78.0,0.02320855597407857,0.0,0.0,0.0,0.0,0.0,0.0,0.6600968618212869,698
717,CASH_OUT,138831.77,C1859319988,9140.0,0.0,C1511739951,33139527.64,33278359.41,0,0,6360931,21,29,0,1,0,0.0,,,,,15.189471553610502,9140.0,1.0,,25,23978967.64,959158.7056,442.0,275.0,0.1447432726090455,0.0,0.0,0.0,0.0,0.0,0.0,0.6600906374621175,699
683,CASH_IN,409283.98,C1435232428,141.0,409424.98,C1588001639,73999.91,0.0,0,0,6302554,11,28,0,0,0,0.0,,,,,2902.7232624113476,-409283.98,-2902.7232624113476,,5,867880.6200000001,173576.124,356.0,327.0,2.3579509126497142,0.0,0.0,0.0,0.0,0.0,0.0,0.6600846593893921,700
709,CASH_IN,113311.93,C2118237866,16.0,113327.93,C525293033,1682079.66,1568767.73,0,0,6355678,13,29,0,0,0,0.0,,,,,7081.995625,-113311.93,-7081.995625,,5,2525783.38,505156.676,495.0,214.0,0.22431046719453826,0.0,0.0,0.0,0.0,0.0,0.0,0.6600787256843462,701
694,CASH_OUT,5175876.53,C731901376,5175876.53,0.0,C1761260133,7229712.73,12405589.26,1,0,6347724,22,28,0,1,0,0.0,,,,,1.0,5175876.53,1.0,,15,7491146.320000001,499409.75466666673,686.0,8.0,10.363987650691088,0.0,0.0,0.0,0.0,0.0,0.0,0.6599455604165441,702
705,CASH_OUT,106381.6,C642870805,31447.0,0.0,C1783580988,17328874.4,17435256.0,0,0,6351694,9,29,0,1,0,0.0,,,,,3.382885489871848,31447.0,1.0,,8,18436387.45,2304548.43125,370.0,335.0,0.04616158140026506,0.0,0.0,0.0,0.0,0.0,0.0,0.6599182941761595,703
684,TRANSFER,5959685.45,C201598203,6019.0,0.0,C363516869,493584.6,6453270.05,0,0,6308179,12,28,1,0,0,0.0,,,,,990.1454477487955,6019.0,1.0,,6,1098058.9699999997,183009.82833333328,400.0,284.0,32.56483820718664,0.0,0.0,0.0,0.0,0.0,0.0,0.6598957912196428,704
659,CASH_IN,486812.95,C948598043,289.0,487101.95,C139003350,416938.66,0.0,0,0,6285441,11,27,0,0,0,0.0,,,,,1684.473875432526,-486812.95,-1684.473875432526,,3,471129.13000000006,157043.04333333336,382.0,277.0,3.099869562300255,0.0,0.0,0.0,0.0,0.0,0.0,0.6598894032063413,705
684,TRANSFER,7180620.39,C974417111,20445.0,0.0,C3106543,69552.94,7250173.33,0,0,6307484,12,28,1,0,0,0.0,,,,,351.21645341159206,20445.0,1.0,,2,28221.62999999989,14110.814999999944,356.0,328.0,508.8735406140629,0.0,0.0,0.0,0.0,0.0,0.0,0.659884600132443,706
661,CASH_OUT,318711.67,C2024477524,109412.0,0.0,C1605788298,31592568.85,31911280.52,0,0,6287160,13,27,0,1,0,0.0,,,,,2.912949859247614,109412.0,1.0,,17,19428932.36,1142878.374117647,379.0,282.0,0.2788675306294596,0.0,0.0,0.0,0.0,0.0,0.0,0.6598685384598548,707
659,CASH_IN,232437.5,C216702130,13.0,232450.5,C696715333,0.0,0.0,0,0,6284608,11,27,0,0,0,0.0,,,,,17879.80769230769,-232437.5,-17879.80769230769,,1,127748.04999999999,127748.04999999999,403.0,256.0,1.8194993974467715,0.0,0.0,0.0,0.0,0.0,0.0,0.659849128509263,708
694,CASH_OUT,490248.56,C1256295397,6320.45,0.0,C1738610409,33147907.09,33638155.65,0,0,6347595,22,28,0,1,0,0.0,,,,,77.56545182700599,6320.45,1.0,,31,22214917.93,716610.2558064515,567.0,127.0,0.684121607286082,0.0,0.0,0.0,0.0,0.0,0.0,0.6598386905797987,709
687,CASH_OUT,253211.42,C1449303867,643911.0,390699.58,C1704308874,11796376.28,12049587.7,0,0,6318593,15,28,0,1,0,0.0,,,,,0.3932397800317125,253211.41999999998,0.39323978003171245,,44,14982798.56,340518.1490909091,394.0,293.0,0.7436062385397244,0.0,0.0,0.0,0.0,0.0,0.0,0.659795569801808,710
692,CASH_IN,138498.71,C1796091099,3283750.81,3422249.52,C1744648352,15101784.47,14963285.76,0,0,6343043,20,28,0,0,0,0.0,,,,,0.042176985408950686,-138498.70999999996,-0.04217698540895067,,33,17527556.71,531138.0821212122,476.0,216.0,0.2607583878129697,0.0,0.0,0.0,0.0,0.0,0.0,0.6597476023953854,711
695,CASH_IN,71137.35,C1880846571,1269270.67,1340408.02,C1883084288,29211408.25,29140270.9,0,0,6350662,23,28,0,0,0,0.0,,,,,0.05604584717930968,-71137.3500000001,-0.05604584717930975,,27,22133957.68,819776.2103703703,525.0,170.0,0.08677654840442436,0.0,0.0,0.0,0.0,0.0,0.0,0.6597380437581645,712
687,CASH_OUT,73239.23,C1219191862,19364.0,0.0,C651651214,23575281.62,23648520.84,0,0,6319974,15,28,0,1,0,0.0,,,,,3.7822366246643253,19364.0,1.0,,9,24026302.99,2669589.221111111,355.0,332.0,0.02743464403467926,0.0,0.0,0.0,0.0,0.0,0.0,0.6597346959110839,713
659,TRANSFER,6521532.59,C1241669045,5873.0,0.0,C1990223162,0.0,6521532.59,0,0,6285297,11,27,1,0,0,0.0,,,,,1110.4261178273455,5873.0,1.0,,1,226500.1200000001,226500.1200000001,186.0,473.0,28.79262311207604,0.0,0.0,0.0,0.0,0.0,0.0,0.6597250109310864,714
710,CASH_OUT,12949.87,C1781856779,40202.0,27252.13,C1246973714,96895773.35,96908723.22,0,0,6357412,14,29,0,1,0,0.0,,,,,0.3221200437789165,12949.869999999999,0.32212004377891645,,26,71608817.61999999,2754185.2930769227,684.0,26.0,0.004701887717050677,0.0,0.0,0.0,0.0,0.0,0.0,0.6596751656534492,715
686,TRANSFER,1802436.89,C783495225,0.0,0.0,C1414013313,9997147.61,11799584.5,0,0,6311342,14,28,1,0,0,0.0,,,,,,0.0,,,24,12327332.049999999,513638.83541666664,381.0,305.0,3.509152279223305,0.0,0.0,0.0,0.0,0.0,0.0,0.6596332788097644,716
698,CASH_OUT,262823.74,C80761108,0.0,0.0,C559261108,24531425.91,24794249.65,0,0,6351115,2,29,0,1,0,0.0,,,,,,0.0,,,18,18709088.560000002,1039393.808888889,402.0,296.0,0.25286252212812227,0.0,0.0,0.0,0.0,0.0,0.0,0.6596267973475173,717
683,TRANSFER,420111.2,C217958569,0.0,0.0,C1772888776,14329615.39,14749726.59,0,0,6301806,11,28,1,0,0,0.0,,,,,,0.0,,,16,12968405.4,810525.3375,400.0,283.0,0.5183196385887197,0.0,0.0,0.0,0.0,0.0,0.0,0.6596218233712485,718
684,TRANSFER,4895050.95,C763611957,321907.0,0.0,C495749342,133687.11,5028738.06,0,0,6305812,12,28,1,0,0,0.0,,,,,15.206413498308518,321907.0,1.0,,1,133687.11000000034,133687.11000000034,346.0,338.0,36.61572869665586,0.0,0.0,0.0,0.0,0.0,0.0,0.6596084014114134,719
692,TRANSFER,127990.53,C884924831,0.0,0.0,C541281879,17381005.8,17508996.33,0,0,6340979,20,28,1,0,0,0.0,,,,,,0.0,,,15,18650048.59,1243336.5726666667,514.0,178.0,0.10294117684119126,0.0,0.0,0.0,0.0,0.0,0.0,0.6596007636644707,720
644,CASH_IN,66217.15,C363136180,4062621.31,4128838.46,C472609226,19849920.65,19783703.51,0,0,6279238,20,26,0,0,0,0.0,,,,,0.01629911944709412,-66217.1499999999,-0.0162991194470941,,38,23708872.810000002,623917.7055263158,500.0,144.0,0.10613122438021125,0.0,0.0,0.0,0.0,0.0,0.0,0.6595908548443277,721
710,CASH_IN,399174.23,C231504321,184.0,399358.23,C3401256,34388.28,0.0,0,0,6356379,14,29,0,0,0,0.0,,,,,2169.4251630434783,-399174.23,-2169.4251630434783,,2,271382.78,135691.39,351.0,359.0,2.941780093784874,0.0,0.0,0.0,0.0,0.0,0.0,0.6595788119126972,722
681,CASH_OUT,343503.05,C288184902,19899.0,0.0,C1279456646,14148502.7,14492005.75,0,0,6299133,9,28,0,1,0,0.0,,,,,17.26232725262576,19899.0,1.0,,8,14301433.509999998,1787679.1887499997,405.0,276.0,0.19215027626975278,0.0,0.0,0.0,0.0,0.0,0.0,0.6595568921146274,723
644,TRANSFER,1993404.86,C1131477634,0.0,0.0,C132023553,20512627.48,22506032.33,0,0,6281351,20,26,1,0,0,0.0,,,,,,0.0,,,3,1470157.6300000001,490052.5433333334,400.0,244.0,4.067736994977879,0.0,0.0,0.0,0.0,0.0,0.0,0.6594539056937165,724
644,TRANSFER,1361521.27,C1493903724,0.0,0.0,C2120733371,4091515.17,5453036.44,0,0,6279921,20,26,1,0,1,561974.02,561974.02,378.0,266.0,561974.02,,0.0,,2.4227477099386197,28,6750910.66,241103.95214285716,330.0,314.0,5.6470300793463615,1.0,561974.02,1.0,561974.02,1.0,561974.02,0.659426806402599,725
684,CASH_IN,56114.2,C537079993,2318097.7,2374211.9,C1174496884,13262727.22,13206613.01,0,0,6306522,12,28,0,0,0,0.0,,,,,0.024207003872183643,-56114.19999999972,-0.02420700387218352,,56,21652010.560000002,386643.04571428575,375.0,309.0,0.14513179694292555,0.0,0.0,0.0,0.0,0.0,0.0,0.6594062346182464,726
659,TRANSFER,6249067.25,C708655764,561572.0,0.0,C1666742877,56213.79,6305281.05,0,0,6286196,11,27,1,0,0,0.0,,,,,11.127811304694678,561572.0,1.0,,2,473839.8099999996,236919.9049999998,332.0,327.0,26.37628632343072,0.0,0.0,0.0,0.0,0.0,0.0,0.6593977123172879,727
716,CASH_OUT,54192.98,C1500583265,104407.0,50214.02,C589811633,19255183.95,19309376.93,0,0,6360663,20,29,0,1,0,0.0,,,,,0.5190550442020171,54192.98,0.5190550442020171,,37,22345664.49,603936.8781081081,402.0,314.0,0.08973285448268181,0.0,0.0,0.0,0.0,0.0,0.0,0.6593524967458172,728
681,TRANSFER,1379721.97,C1503638451,254398.71,0.0,C1778037882,6738838.67,8118560.64,0,0,6300664,9,28,1,0,0,0.0,,,,,5.423462917716839,254398.71,1.0,,34,8833215.53,259800.45676470586,545.0,136.0,5.310698784681415,0.0,0.0,0.0,0.0,0.0,0.0,0.6592216876793432,729
673,CASH_IN,32376.8,C2092824705,3402353.28,3434730.08,C1387649285,16344480.11,16312103.32,0,0,6296404,1,28,0,0,0,0.0,,,,,0.009516001818600095,-32376.80000000028,-0.009516001818600179,,30,17519576.8,583985.8933333333,546.0,127.0,0.05544106522025121,0.0,0.0,0.0,0.0,0.0,0.0,0.6592031377712286,730
687,CASH_IN,190171.96,C61040485,276259.0,466430.96,C86193597,18206325.54,18016153.59,0,0,6315807,15,28,0,0,0,0.0,,,,,0.6883828581150297,-190171.96000000002,-0.6883828581150299,,9,18674069.12,2074896.568888889,406.0,281.0,0.09165370594922591,0.0,0.0,0.0,0.0,0.0,0.0,0.6591641223608011,731
670,CASH_IN,247305.7,C1654344933,2361220.25,2608525.95,C1953990307,14099265.82,13851960.11,0,0,6294580,22,27,0,0,0,0.0,,,,,0.10473639636116115,-247305.7000000002,-0.10473639636116122,,10,14538456.860000001,1453845.6860000002,402.0,268.0,0.17010450447489925,0.0,0.0,0.0,0.0,0.0,0.0,0.6591515354881292,732
664,CASH_IN,368231.22,C535733262,226.0,368457.22,C1059468012,618774.13,250542.91,0,0,6291226,16,27,0,0,0,0.0,,,,,1629.341681415929,-368231.22,-1629.341681415929,,22,4467912.83,203086.9468181818,396.0,268.0,1.8131702985798852,0.0,0.0,0.0,0.0,0.0,0.0,0.659132465436816,733
684,TRANSFER,7736761.32,C1329436022,148212.0,0.0,C371094234,14995.55,7751756.87,0,0,6306964,12,28,1,0,0,0.0,,,,,52.20064043397296,148212.0,1.0,,6,600243.7999999998,100040.6333333333,378.0,306.0,77.33618892856539,0.0,0.0,0.0,0.0,0.0,0.0,0.6591178245625904,734
637,CASH_IN,332598.24,C1303215656,273.0,332871.24,C1909414655,2331899.08,1999300.84,0,0,6274662,13,26,0,0,0,0.0,,,,,1218.3085714285714,-332598.24,-1218.3085714285714,,34,6679677.59,196461.10558823528,325.0,312.0,1.6929470034496081,0.0,0.0,0.0,0.0,0.0,0.0,0.6590405400573071,735
642,CASH_IN,368937.99,C1788347202,54551.0,423488.99,C2062945117,12766779.71,12397841.72,0,0,6279062,18,26,0,0,0,0.0,,,,,6.763175560484684,-368937.99,-6.763175560484684,,45,17190849.03,382018.86733333336,369.0,273.0,0.9657585568360959,0.0,0.0,0.0,0.0,0.0,0.0,0.6589038624355061,736
692,TRANSFER,234173.3,C1860967479,2889.0,0.0,C1030706332,9008617.25,9242790.55,0,0,6338993,20,28,1,0,0,0.0,,,,,81.05687088958116,2889.0,1.0,,49,14941021.59,304918.80795918364,406.0,286.0,0.7679857519033275,0.0,0.0,0.0,0.0,0.0,0.0,0.65883908414371,737
686,CASH_OUT,230636.62,C1637358362,27907.0,0.0,C2117386340,19788806.73,20019443.36,0,0,6312688,14,28,0,1,0,0.0,,,,,8.264471996273336,27907.0,1.0,,9,19788806.73,2198756.303333333,426.0,260.0,0.10489412567020406,0.0,0.0,0.0,0.0,0.0,0.0,0.6588343998345705,738
684,CASH_OUT,107378.76,C1634178277,396030.0,288651.24,C604555852,14206764.93,14314143.69,0,0,6307065,12,28,0,1,0,0.0,,,,,0.2711379440951443,107378.76000000001,0.27113794409514436,,48,17591438.869999997,366488.30979166663,355.0,329.0,0.29299368392143355,0.0,0.0,0.0,0.0,0.0,0.0,0.658824770944483,739
691,CASH_IN,98407.46,C1491768572,693806.0,792213.46,C2112810373,17612644.36,17514236.9,0,0,6334520,19,28,0,0,0,0.0,,,,,0.14183714179468038,-98407.45999999996,-0.1418371417946803,,42,20563002.919999998,489595.3076190476,349.0,342.0,0.20099755546793457,0.0,0.0,0.0,0.0,0.0,0.0,0.658796546421374,740
686,CASH_OUT,527017.11,C596781192,126.0,0.0,C1030436736,6464453.58,6991470.69,0,0,6310796,14,28,0,1,0,0.0,,,,,4182.675476190476,126.0,1.0,,35,11025401.860000001,315011.48171428574,400.0,286.0,1.6730092094801883,0.0,0.0,0.0,0.0,0.0,0.0,0.6587929073970225,741
690,CASH_IN,356207.55,C1355495911,682344.0,1038551.55,C2096057945,26774197.2,26417989.65,0,0,6330349,18,28,0,0,0,0.0,,,,,0.522035146495023,-356207.55000000005,-0.5220351464950231,,59,34157101.7,578933.9271186441,686.0,4.0,0.6152818712367507,0.0,0.0,0.0,0.0,0.0,0.0,0.65878024683217,742
691,CASH_IN,91904.18,C2106587731,2482.0,94386.18,C2099339743,19968028.36,19876124.18,0,0,6337704,19,28,0,0,0,0.0,,,,,37.028275584206284,-91904.18,-37.028275584206284,,34,22768531.84,669662.7011764706,358.0,333.0,0.13723950854443848,0.0,0.0,0.0,0.0,0.0,0.0,0.6587570975541441,743
661,CASH_IN,151538.29,C296815968,5398666.39,5550204.68,C1845016798,15192850.55,15041312.26,0,0,6289170,13,27,0,0,0,0.0,,,,,0.028069578494551137,-151538.29000000004,-0.02806957849455114,,26,17288308.7,664934.95,333.0,328.0,0.2278994208380835,0.0,0.0,0.0,0.0,0.0,0.0,0.6587515151234956,744
687,CASH_IN,524940.25,C1586627941,20908012.58,21432952.83,C505855307,2695664.16,2170723.91,0,0,6318810,15,28,0,0,0,0.0,,,,,0.025107132875084585,-524940.25,-0.025107132875084585,,18,4275538.64,237529.92444444442,354.0,333.0,2.209996282480095,0.0,0.0,0.0,0.0,0.0,0.0,0.6587333271850108,745
684,TRANSFER,2850918.1,C831182333,1080.0,0.0,C1752454902,235566.02,3086484.11,0,0,6307961,12,28,1,0,0,0.0,,,,,2639.7389814814815,1080.0,1.0,,6,676064.8000000003,112677.46666666672,401.0,283.0,25.301581446038888,0.0,0.0,0.0,0.0,0.0,0.0,0.658689592564719,746
686,CASH_OUT,200843.55,C1579535114,3475.38,0.0,C846466663,28225193.56,28426037.11,0,0,6311829,14,28,0,1,0,0.0,,,,,57.790385511800146,3475.38,1.0,,10,29683844.36,2968384.4359999998,525.0,161.0,0.06766089579375494,0.0,0.0,0.0,0.0,0.0,0.0,0.6586434169241361,747
684,TRANSFER,9006927.69,C838677146,61991.0,0.0,C2126013269,32765.08,9039692.77,0,0,6305646,12,28,1,0,0,0.0,,,,,145.294118339759,61991.0,1.0,,1,84990.93999999948,84990.93999999948,308.0,376.0,105.97515088078865,0.0,0.0,0.0,0.0,0.0,0.0,0.6586371694534611,748
695,TRANSFER,586816.1,C869999233,0.0,0.0,C236767754,21092059.33,21678875.42,0,0,6348415,23,28,1,0,0,0.0,,,,,,0.0,,,19,21511351.06,1132176.3715789474,596.0,99.0,0.5183080257907333,0.0,0.0,0.0,0.0,0.0,0.0,0.6586339901693923,749
687,TRANSFER,1729522.49,C1038747205,0.0,0.0,C1391397365,11082455.32,12811977.82,0,0,6313452,15,28,1,0,0,0.0,,,,,,0.0,,,41,14231464.31,347108.8856097561,619.0,68.0,4.9826511555928565,0.0,0.0,0.0,0.0,0.0,0.0,0.6586235829956608,750
644,CASH_IN,156005.43,C1580500712,5128454.23,5284459.66,C1401949177,13228288.49,13072283.06,0,0,6280801,20,26,0,0,0,0.0,,,,,0.030419581223405007,-156005.4299999997,-0.03041958122340495,,9,14639788.89,1626643.21,384.0,260.0,0.09590636043659506,0.0,0.0,0.0,0.0,0.0,0.0,0.6585871389911371,751
688,DEBIT,3654.25,C1365994594,30944.0,27289.75,C330823101,91321909.54,91325563.79,0,0,6327812,16,28,0,0,0,0.0,,,,,0.11809236039296794,3654.25,0.11809236039296794,,12,60109206.28,5009100.523333333,573.0,115.0,0.0007295221932516258,0.0,0.0,0.0,0.0,0.0,0.0,0.6585840670703602,752
692,CASH_IN,169766.47,C38170827,9689172.74,9858939.21,C291777851,8908875.66,8739109.19,0,0,6342141,20,28,0,0,0,0.0,,,,,0.01752125538015746,-169766.47000000067,-0.01752125538015753,,32,12944399.469999999,404512.48343749996,420.0,272.0,0.4196816586656222,0.0,0.0,0.0,0.0,0.0,0.0,0.6585732988451926,753
684,TRANSFER,1223674.9,C1001192711,0.0,0.0,C712309505,11295464.95,12519139.85,0,0,6305822,12,28,1,0,0,0.0,,,,,,0.0,,,21,13750419.36,654781.8742857142,398.0,286.0,1.8688283045936136,0.0,0.0,0.0,0.0,0.0,0.0,0.6585509227375638,754
690,TRANSFER,335044.14,C809200998,0.0,0.0,C929217481,16257837.88,16592882.02,0,0,6331574,18,28,1,0,0,0.0,,,,,,0.0,,,34,19701902.48,579467.72,354.0,336.0,0.5781929319548638,0.0,0.0,0.0,0.0,0.0,0.0,0.6585377188160576,755
688,CASH_IN,103377.13,C2103805800,7111250.54,7214627.67,C246900491,14878598.96,14775221.83,0,0,6323923,16,28,0,0,0,0.0,,,,,0.01453712387413649,-103377.12999999989,-0.014537123874136474,,28,15446421.69,551657.9175,503.0,185.0,0.1873935399467914,0.0,0.0,0.0,0.0,0.0,0.0,0.6585164866329165,756
686,TRANSFER,1805418.58,C1358968278,80.0,0.0,C487654516,546132.49,2351551.07,0,0,6310642,14,28,1,0,0,0.0,,,,,22567.73225,80.0,1.0,,1,84957.31000000006,84957.31000000006,540.0,146.0,21.250891535996125,0.0,0.0,0.0,0.0,0.0,0.0,0.6584922332964637,757
714,CASH_IN,358727.93,C452928073,214.0,358941.93,C977742267,0.0,0.0,0,0,6358539,18,29,0,0,0,0.0,,,,,1676.298738317757,-358727.93,-1676.298738317757,,3,369838.87000000005,123279.62333333335,420.0,294.0,2.9098720477920557,0.0,0.0,0.0,0.0,0.0,0.0,0.658462557869023,758
692,TRANSFER,259456.78,C1925640869,0.0,0.0,C901937764,16303068.28,16562525.06,0,0,6344058,20,28,1,0,0,0.0,,,,,,0.0,,,29,17415021.369999997,600517.9782758619,383.0,309.0,0.43205497484841743,0.0,0.0,0.0,0.0,0.0,0.0,0.6584329021667564,759
683,TRANSFER,1025984.16,C1681849397,0.0,0.0,C1927001022,16528025.86,17554010.02,0,0,6301807,11,28,1,0,0,0.0,,,,,,0.0,,,14,11579299.260000002,827092.8042857144,514.0,169.0,1.2404704220417564,0.0,0.0,0.0,0.0,0.0,0.0,0.6583641268463843,760
684,CASH_IN,416752.09,C738098652,12006485.18,12423237.27,C560211992,4297666.61,3880914.52,0,0,6305563,12,28,0,0,0,0.0,,,,,0.03471058213557884,-416752.08999999985,-0.03471058213557882,,39,11582773.3,296994.1871794872,306.0,378.0,1.4032331540150234,0.0,0.0,0.0,0.0,0.0,0.0,0.6583126096619989,761
687,CASH_OUT,154190.07,C1399408280,0.0,0.0,C2027912429,50710912.44,50865102.51,0,0,6313547,15,28,0,1,0,0.0,,,,,,0.0,,,24,43223578.2,1800982.425,382.0,305.0,0.08561442236172849,0.0,0.0,0.0,0.0,0.0,0.0,0.6582886135856012,762
688,CASH_OUT,240395.07,C523072056,45437.0,0.0,C333889992,17093767.15,17334162.22,0,0,6327071,16,28,0,1,0,0.0,,,,,5.290733763232608,45437.0,1.0,,39,21302023.74,546205.7369230769,402.0,286.0,0.4401181711386075,0.0,0.0,0.0,0.0,0.0,0.0,0.6582822209446462,763
692,TRANSFER,341295.17,C563829001,324643.12,0.0,C869156430,9220944.84,9562240.01,0,0,6341824,20,28,1,0,0,0.0,,,,,1.051293401813043,324643.12,1.0,,18,11055935.31,614218.6283333334,404.0,288.0,0.5556574715522643,0.0,0.0,0.0,0.0,0.0,0.0,0.6582537205533893,764
695,CASH_IN,457758.61,C1187528225,3125098.58,3582857.18,C1778133478,11434848.49,10977089.89,0,0,6350775,23,28,0,0,0,0.0,,,,,0.1464781344593616,-457758.6000000001,-0.14647813125946257,,24,13221534.82,550897.2841666667,380.0,315.0,0.8309327766834864,0.0,0.0,0.0,0.0,0.0,0.0,0.6582351272215716,765
684,TRANSFER,8406082.33,C1502459599,14506.0,0.0,C599948881,191646.9,8597729.23,0,0,6304051,12,28,1,0,0,0.0,,,,,579.4900268854267,14506.0,1.0,,5,934724.2300000004,186944.84600000008,384.0,300.0,44.96557412446662,0.0,0.0,0.0,0.0,0.0,0.0,0.6581128938280599,766
687,CASH_OUT,2340.81,C210699630,0.0,0.0,C131837504,45740721.74,45743062.56,0,0,6318175,15,28,0,1,0,0.0,,,,,,0.0,,,59,52080452.91,882719.5408474576,587.0,100.0,0.002651816224383906,0.0,0.0,0.0,0.0,0.0,0.0,0.6581084251674352,767
659,TRANSFER,3483753.32,C91640664,249987.0,0.0,C310978819,1222789.23,4706542.54,0,0,6286237,11,27,1,0,0,0.0,,,,,13.935737938372794,249987.0,1.0,,10,1389945.9899999998,138994.599,401.0,258.0,25.06394741280559,0.0,0.0,0.0,0.0,0.0,0.0,0.6580965502678303,768
688,CASH_IN,513159.74,C1568447607,21387.0,534546.74,C1571901875,15202481.31,14689321.57,0,0,6323320,16,28,0,0,0,0.0,,,,,23.99400289895731,-513159.74,-23.99400289895731,,16,8887568.48,555473.03,402.0,286.0,0.9238247624731662,0.0,0.0,0.0,0.0,0.0,0.0,0.6580958251942083,769
