hour,type,txn_count,fraud_count,total_amount,fraud_rate
148,CASH_OUT,6,6,5.401385e+06,1.0
148,TRANSFER,6,6,5.401385e+06,1.0
149,CASH_OUT,11,11,2.1006776e+07,1.0
149,TRANSFER,11,11,2.1006776e+07,1.0
150,CASH_OUT,7,7,7.0072925e+06,1.0
150,TRANSFER,7,7,7.0072925e+06,1.0
151,CASH_OUT,9,9,5.1017975e+06,1.0
151,TRANSFER,9,9,5.1017975e+06,1.0
152,CASH_OUT,3,3,2.6675102e+06,1.0
152,TRANSFER,3,3,2.6675102e+06,1.0
153,CASH_IN,4303,0,7.238748e+08,0.0
153,CASH_OUT,6563,5,1.2725422e+09,0.0007618467164406522
153,DEBIT,105,0,472868.56,0.0
153,PAYMENT,6704,0,7.673936e+07,0.0
153,TRANSFER,1800,5,1.611232e+09,0.002777777777777778
154,CASH_IN,6825,0,1.1865428e+09,0.0
154,CASH_OUT,10548,5,2.089012e+09,0.00047402351156617366
154,DEBIT,222,0,930306.0,0.0
154,PAYMENT,9210,0,1.1617219e+08,0.0
154,TRANSFER,2436,5,1.9827736e+09,0.002052545155993432
155,CASH_IN,6796,0,1.2374248e+09,0.0
155,CASH_OUT,10950,4,2.2705503e+09,0.00036529680365296805
155,DEBIT,195,0,761465.94,0.0
155,PAYMENT,9414,0,1.2592217e+08,0.0
155,TRANSFER,2572,4,1.9714034e+09,0.0015552099533437014
156,CASH_IN,6403,0,1.1672867e+09,0.0
156,CASH_OUT,9854,9,2.0315642e+09,0.0009133346864217577
156,DEBIT,206,0,965062.3,0.0
156,PAYMENT,8800,0,1.1505922e+08,0.0
156,TRANSFER,2340,9,1.6455397e+09,0.0038461538461538464
157,CASH_IN,6851,0,1.2478312e+09,0.0
157,CASH_OUT,11109,8,2.2171924e+09,0.0007201368259969394
157,DEBIT,189,0,1.3415739e+06,0.0
157,PAYMENT,9065,0,1.07824584e+08,0.0
157,TRANSFER,2550,8,1.4761244e+09,0.003137254901960784
158,CASH_IN,6120,0,1.113014e+09,0.0
158,CASH_OUT,10517,4,1.9951233e+09,0.00038033659788913187
158,DEBIT,110,0,379486.84,0.0
158,PAYMENT,8623,0,1.0077866e+08,0.0
158,TRANSFER,2469,4,1.5804385e+09,0.0016200891049007696
159,CASH_IN,6292,0,1.0918643e+09,0.0
159,CASH_OUT,10074,5,1.896239e+09,0.0004963271788763153
159,DEBIT,105,0,507754.28,0.0
159,PAYMENT,8641,0,1.0601915e+08,0.0
159,TRANSFER,2449,5,1.4793518e+09,0.002041649652919559
160,CASH_IN,6121,0,1.0941763e+09,0.0
160,CASH_OUT,10447,13,1.9914136e+09,0.0012443763759931081
160,DEBIT,124,0,611739.6,0.0
160,PAYMENT,8653,0,1.1680254e+08,0.0
160,TRANSFER,2420,13,1.4543868e+09,0.005371900826446281
161,CASH_IN,7561,0,1.3067018e+09,0.0
161,CASH_OUT,12833,7,2.3705713e+09,0.0005454687134730772
161,DEBIT,187,0,2.2710348e+06,0.0
161,PAYMENT,9901,0,1.3086955e+08,0.0
161,TRANSFER,2567,7,1.5774934e+09,0.0027269185820023374
162,CASH_IN,8757,0,1.4656899e+09,0.0
162,CASH_OUT,15957,5,2.7479665e+09,0.0003133421069123269
162,DEBIT,161,0,835492.1,0.0
162,PAYMENT,12505,0,1.5758733e+08,0.0
162,TRANSFER,3242,5,1.8270638e+09,0.0015422578655151142
163,CASH_IN,10850,0,1.7103346e+09,0.0
163,CASH_OUT,17913,4,2.8112026e+09,0.00022330151286774968
163,DEBIT,187,0,1.9264129e+06,0.0
163,PAYMENT,13822,0,1.4751742e+08,0.0
163,TRANSFER,3580,4,2.0393782e+09,0.0011173184357541898
164,CASH_IN,8516,0,1.2230097e+09,0.0
164,CASH_OUT,14269,7,2.076856e+09,0.0004905739715467096
164,DEBIT,241,0,710400.3,0.0
164,PAYMENT,13167,0,1.4407043e+08,0.0
164,TRANSFER,2909,7,1.5367045e+09,0.0024063251976624267
165,CASH_IN,3629,0,5.387667e+08,0.0
165,CASH_OUT,4964,2,7.601001e+08,0.00040290088638195
165,DEBIT,138,0,576535.94,0.0
165,PAYMENT,6549,0,6.702361e+07,0.0
165,TRANSFER,1262,2,6.870178e+08,0.001584786053882726
166,CASH_IN,2367,0,3.611326e+08,0.0
166,CASH_OUT,2890,3,4.865138e+08,0.0010380622837370243
166,DEBIT,128,0,595520.94,0.0
166,PAYMENT,5843,0,5.233399e+07,0.0
166,TRANSFER,948,3,4.8211283e+08,0.0031645569620253164
167,CASH_IN,1394,0,2.1135304e+08,0.0
167,CASH_OUT,1536,3,2.706401e+08,0.001953125
167,DEBIT,85,0,465091.34,0.0
167,PAYMENT,4262,0,3.3867516e+07,0.0
167,TRANSFER,669,3,4.1672595e+08,0.004484304932735426
168,CASH_IN,575,0,1.0005537e+08,0.0
168,CASH_OUT,680,1,1.4331702e+08,0.0014705882352941176
168,DEBIT,66,0,213418.19,0.0
168,PAYMENT,2179,0,1.6031456e+07,0.0
168,TRANSFER,324,1,1.8293467e+08,0.0030864197530864196
169,CASH_IN,208,0,3.6285256e+07,0.0
169,CASH_OUT,205,5,4.0939116e+07,0.024390243902439025
169,DEBIT,69,0,130749.14,0.0
169,PAYMENT,872,0,7.9788005e+06,0.0
169,TRANSFER,110,5,5.0735344e+07,0.045454545454545456
170,CASH_IN,117,0,1.9357284e+07,0.0
170,CASH_OUT,63,8,2.9636358e+07,0.12698412698412698
170,DEBIT,42,0,60950.61,0.0
170,PAYMENT,272,0,2.1057362e+06,0.0
170,TRANSFER,35,8,3.110038e+07,0.22857142857142856
171,CASH_OUT,7,7,1.5417261e+07,1.0
171,TRANSFER,7,7,1.5417261e+07,1.0
172,CASH_OUT,5,5,3.65642e+06,1.0
172,TRANSFER,5,5,3.65642e+06,1.0
173,CASH_OUT,7,7,1.3663938e+07,1.0
173,TRANSFER,7,7,1.3663938e+07,1.0
174,CASH_OUT,5,5,3.080626e+06,1.0
174,TRANSFER,5,5,3.080626e+06,1.0
175,CASH_OUT,4,4,1.3500005e+06,1.0
175,TRANSFER,4,4,1.3500005e+06,1.0
176,CASH_OUT,5,5,1.6814036e+06,1.0
176,TRANSFER,5,5,1.6814036e+06,1.0
177,CASH_IN,4048,0,6.681671e+08,0.0
177,CASH_OUT,5572,9,1.06491494e+09,0.001615218951902369
177,DEBIT,138,0,575849.3,0.0
177,PAYMENT,6007,0,6.0469904e+07,0.0
177,TRANSFER,1571,9,1.2533297e+09,0.005728835136855506
178,CASH_IN,6760,0,1.170794e+09,0.0
178,CASH_OUT,9739,7,1.9700842e+09,0.0007187596262449944
178,DEBIT,181,0,908911.75,0.0
178,PAYMENT,9136,0,1.0767596e+08,0.0
178,TRANSFER,2388,7,2.6124913e+09,0.002931323283082077
179,CASH_IN,6977,0,1.2140453e+09,0.0
179,CASH_OUT,11101,4,2.1349162e+09,0.00036032789838753263
179,DEBIT,169,0,476396.5,0.0
179,PAYMENT,9653,0,1.1055946e+08,0.0
179,TRANSFER,2634,4,1.6559461e+09,0.0015186028853454822
180,CASH_IN,6977,0,1.2441074e+09,0.0
180,CASH_OUT,11771,5,2.2832113e+09,0.0004247727465805794
180,DEBIT,200,0,490647.38,0.0
180,PAYMENT,9910,0,1.32542344e+08,0.0
180,TRANSFER,2623,5,1.9794569e+09,0.0019062142584826535
181,CASH_IN,7129,0,1.2305667e+09,0.0
181,CASH_OUT,11860,6,2.251978e+09,0.000505902192242833
181,DEBIT,191,0,779488.1,0.0
181,PAYMENT,9887,0,1.5652477e+08,0.0
181,TRANSFER,2682,5,2.0414711e+09,0.0018642803877703207
182,CASH_IN,6967,0,1.2483133e+09,0.0
182,CASH_OUT,11709,4,2.1810765e+09,0.00034161755914253995
182,DEBIT,178,0,802683.44,0.0
182,PAYMENT,10211,0,1.2137711e+08,0.0
182,TRANSFER,2835,4,1.6818994e+09,0.0014109347442680777
183,CASH_IN,6896,0,1.2119347e+09,0.0
183,CASH_OUT,11569,8,2.0808333e+09,0.0006915031549831446
183,DEBIT,185,0,865043.56,0.0
183,PAYMENT,9996,0,1.19444584e+08,0.0
183,TRANSFER,2553,8,1.2793656e+09,0.003133568350959655
184,CASH_IN,7430,0,1.2869875e+09,0.0
184,CASH_OUT,11657,4,2.0715444e+09,0.00034314146006691256
184,DEBIT,201,0,3.3073305e+06,0.0
184,PAYMENT,10049,0,1.3087987e+08,0.0
184,TRANSFER,2838,4,1.5692557e+09,0.0014094432699083862
185,CASH_IN,8578,0,1.4949115e+09,0.0
185,CASH_OUT,13997,8,2.4818473e+09,0.0005715510466528542
185,DEBIT,208,0,3.3552222e+06,0.0
185,PAYMENT,11593,0,1.5791109e+08,0.0
185,TRANSFER,2947,8,2.0158693e+09,0.0027146250424160165
186,CASH_IN,9830,0,1.6303832e+09,0.0
186,CASH_OUT,17101,9,2.818413e+09,0.0005262850125723642
186,DEBIT,204,0,492761.47,0.0
186,PAYMENT,13060,0,1.6168323e+08,0.0
186,TRANSFER,3552,8,1.9203306e+09,0.0022522522522522522
187,CASH_IN,11120,0,1.7314844e+09,0.0
187,CASH_OUT,18646,5,2.8582515e+09,0.00026815402767349565
187,DEBIT,241,0,739768.2,0.0
187,PAYMENT,15176,0,1.1630417e+08,0.0
187,TRANSFER,3900,5,2.6844795e+09,0.001282051282051282
188,CASH_IN,8582,0,1.2700052e+09,0.0
188,CASH_OUT,13770,5,1.997253e+09,0.00036310820624546115
188,DEBIT,209,0,598089.9,0.0
188,PAYMENT,13417,0,9.7417304e+07,0.0
188,TRANSFER,3101,5,1.3100492e+09,0.0016123831022250886
189,CASH_IN,3531,0,5.2573968e+08,0.0
189,CASH_OUT,5319,5,7.9189485e+08,0.0009400263207369807
189,DEBIT,131,0,351450.78,0.0
189,PAYMENT,7128,0,5.204308e+07,0.0
189,TRANSFER,1565,5,6.3177824e+08,0.003194888178913738
190,CASH_IN,2442,0,3.5025347e+08,0.0
190,CASH_OUT,2974,4,4.5801008e+08,0.0013449899125756557
190,DEBIT,118,0,336149.34,0.0
190,PAYMENT,6028,0,4.730467e+07,0.0
190,TRANSFER,1107,4,4.9449146e+08,0.0036133694670280035
191,CASH_IN,1600,0,2.367848e+08,0.0
191,CASH_OUT,1600,6,2.699335e+08,0.00375
191,DEBIT,139,0,425083.62,0.0
191,PAYMENT,5003,0,3.3504936e+07,0.0
191,TRANSFER,769,6,3.4618746e+08,0.007802340702210663
192,CASH_IN,732,0,1.1301888e+08,0.0
192,CASH_OUT,682,5,1.0950826e+08,0.007331378299120235
192,DEBIT,91,0,270857.7,0.0
192,PAYMENT,2378,0,1.5618193e+07,0.0
192,TRANSFER,431,5,1.7096355e+08,0.01160092807424594
193,CASH_IN,264,0,3.9527836e+07,0.0
193,CASH_OUT,194,4,3.2166112e+07,0.020618556701030927
193,DEBIT,64,0,381480.2,0.0
193,PAYMENT,901,0,2.7128038e+07,0.0
193,TRANSFER,88,4,3.7392424e+07,0.045454545454545456
194,CASH_IN,168,0,2.4573166e+07,0.0
194,CASH_OUT,83,6,1.8655664e+07,0.07228915662650602
194,DEBIT,35,0,98662.26,0.0
194,PAYMENT,352,0,2.0820132e+06,0.0
194,TRANSFER,33,6,1.3032755e+07,0.18181818181818182
195,CASH_IN,28,0,4.6923805e+06,0.0
195,CASH_OUT,35,5,7.9584835e+06,0.14285714285714285
195,DEBIT,5,0,14365.359,0.0
195,PAYMENT,58,0,419847.12,0.0
195,TRANSFER,15,5,7.4876995e+06,0.3333333333333333
196,CASH_OUT,4,4,2.499483e+06,1.0
196,TRANSFER,4,4,2.499483e+06,1.0
197,CASH_OUT,2,2,2.4474868e+06,1.0
197,TRANSFER,2,2,2.4474868e+06,1.0
198,CASH_OUT,6,6,1.9776602e+07,1.0
198,TRANSFER,6,6,1.9776602e+07,1.0
199,CASH_OUT,5,5,5.075902e+06,1.0
199,TRANSFER,5,5,5.075902e+06,1.0
200,CASH_OUT,4,4,1.3089572e+07,1.0
200,TRANSFER,4,4,1.3089572e+07,1.0
201,CASH_IN,3725,0,5.965498e+08,0.0
201,CASH_OUT,5693,4,9.757795e+08,0.0007026172492534692
201,DEBIT,61,0,298707.1,0.0
201,PAYMENT,6868,0,4.994869e+07,0.0
201,TRANSFER,1616,4,8.2212486e+08,0.0024752475247524753
202,CASH_IN,7423,0,1.222216e+09,0.0
202,CASH_OUT,11410,1,1.96739e+09,8.764241893076249e-05
202,DEBIT,94,0,283758.94,0.0
202,PAYMENT,10391,0,9.0112664e+07,0.0
202,TRANSFER,2631,1,1.3243368e+09,0.0003800836183960471
203,CASH_IN,8142,0,1.3396599e+09,0.0
203,CASH_OUT,13315,4,2.3533578e+09,0.0003004130679684566
203,DEBIT,138,0,656713.75,0.0
203,PAYMENT,11627,0,1.1692474e+08,0.0
203,TRANSFER,2954,4,1.4665777e+09,0.0013540961408259986
204,CASH_IN,8319,0,1.3370175e+09,0.0
204,CASH_OUT,13764,3,2.323224e+09,0.00021795989537925023
204,DEBIT,162,0,610689.6,0.0
204,PAYMENT,11621,0,1.1038212e+08,0.0
204,TRANSFER,2990,3,1.5135346e+09,0.001003344481605351
205,CASH_IN,7411,0,1.1955333e+09,0.0
205,CASH_OUT,12564,8,2.108752e+09,0.0006367398917542184
205,DEBIT,153,0,525110.4,0.0
205,PAYMENT,10572,0,1.0790619e+08,0.0
205,TRANSFER,2849,8,1.9526167e+09,0.002808002808002808
206,CASH_IN,6372,0,1.0599332e+09,0.0
206,CASH_OUT,10936,6,1.8115796e+09,0.0005486466715435259
206,DEBIT,133,0,473817.44,0.0
206,PAYMENT,9765,0,9.900957e+07,0.0
206,TRANSFER,2571,6,1.2356524e+09,0.002333722287047841
207,CASH_IN,6260,0,1.0335672e+09,0.0
207,CASH_OUT,10293,3,1.7026505e+09,0.0002914602156805596
207,DEBIT,136,0,551009.75,0.0
207,PAYMENT,9153,0,9.820176e+07,0.0
207,TRANSFER,2446,3,1.243748e+09,0.0012264922322158627
208,CASH_IN,6181,0,1.0218158e+09,0.0
208,CASH_OUT,10470,11,1.7534542e+09,0.0010506208213944604
208,DEBIT,148,0,492324.7,0.0
208,PAYMENT,9789,0,9.474527e+07,0.0
208,TRANSFER,2470,10,1.2107478e+09,0.004048582995951417
209,CASH_IN,6402,0,1.03132154e+09,0.0
209,CASH_OUT,11345,3,1.8334724e+09,0.0002644336712208021
209,DEBIT,177,0,580926.56,0.0
209,PAYMENT,9945,0,9.171437e+07,0.0
209,TRANSFER,2503,3,1.1846143e+09,0.0011985617259288853
210,CASH_IN,6874,0,1.0862048e+09,0.0
210,CASH_OUT,12668,4,1.8931849e+09,0.00031575623618566466
210,DEBIT,116,0,332187.3,0.0
210,PAYMENT,10895,0,1.0371796e+08,0.0
210,TRANSFER,2451,4,1.2856947e+09,0.0016319869441044472
211,CASH_IN,7972,0,1.2102499e+09,0.0
211,CASH_OUT,14288,7,2.0153283e+09,0.0004899216125419933
211,DEBIT,152,0,558112.7,0.0
211,PAYMENT,11734,0,1.0911243e+08,0.0
211,TRANSFER,2743,7,1.4278559e+09,0.0025519504192489974
212,CASH_IN,6886,0,9.9276077e+08,0.0
212,CASH_OUT,12124,20,1.7177371e+09,0.001649620587264929
212,DEBIT,184,0,584196.5,0.0
212,PAYMENT,12304,0,1.1716503e+08,0.0
212,TRANSFER,2549,20,1.5578883e+09,0.007846214201647704
213,CASH_IN,2980,0,4.3974474e+08,0.0
213,CASH_OUT,4005,4,5.926611e+08,0.0009987515605493133
213,DEBIT,106,0,282499.84,0.0
213,PAYMENT,6528,0,8.181695e+07,0.0
213,TRANSFER,1156,4,7.615195e+08,0.0034602076124567475
214,CASH_IN,2028,0,3.0856035e+08,0.0
214,CASH_OUT,2244,6,3.6380362e+08,0.00267379679144385
214,DEBIT,83,0,503428.44,0.0
214,PAYMENT,5471,0,6.482536e+07,0.0
214,TRANSFER,920,6,5.942214e+08,0.006521739130434782
215,CASH_IN,1352,0,2.1686453e+08,0.0
215,CASH_OUT,1479,5,2.5806752e+08,0.0033806626098715348
215,DEBIT,94,0,198087.36,0.0
215,PAYMENT,4428,0,4.9578012e+07,0.0
215,TRANSFER,622,5,5.16104e+08,0.008038585209003215
216,CASH_IN,574,0,9.459279e+07,0.0
216,CASH_OUT,723,3,1.2549514e+08,0.004149377593360996
216,DEBIT,87,0,184212.61,0.0
216,PAYMENT,2379,0,2.326835e+07,0.0
216,TRANSFER,367,3,2.7106467e+08,0.008174386920980926
217,CASH_IN,519,0,8.357439e+07,0.0
217,CASH_OUT,648,8,1.2423137e+08,0.012345679012345678
217,DEBIT,106,0,271328.94,0.0
217,PAYMENT,1811,0,1.6453436e+07,0.0
217,TRANSFER,263,8,1.8818784e+08,0.030418250950570342
218,CASH_OUT,6,6,1.1118942e+07,1.0
218,TRANSFER,6,6,1.1118942e+07,1.0
219,CASH_OUT,5,5,4.281422e+06,1.0
219,TRANSFER,5,5,4.281422e+06,1.0
220,CASH_OUT,3,3,4.8435485e+06,1.0
220,TRANSFER,3,3,4.8435485e+06,1.0
221,CASH_OUT,5,5,2.643093e+06,1.0
221,TRANSFER,5,5,2.643093e+06,1.0
222,CASH_OUT,4,4,2.97465e+06,1.0
222,TRANSFER,4,4,2.97465e+06,1.0
223,CASH_OUT,4,4,3.2937242e+06,1.0
223,TRANSFER,4,4,3.2937242e+06,1.0
224,CASH_OUT,5,5,1.0117496e+07,1.0
224,TRANSFER,5,5,1.0117496e+07,1.0
225,CASH_IN,4081,0,6.7733274e+08,0.0
225,CASH_OUT,6359,6,1.1960355e+09,0.0009435445824815223
225,DEBIT,61,0,185042.94,0.0
225,PAYMENT,6254,0,1.414218e+08,0.0
225,TRANSFER,1611,6,1.5707334e+09,0.0037243947858473
226,CASH_IN,6252,0,1.1518751e+09,0.0
226,CASH_OUT,9643,6,1.9449048e+09,0.0006222130042517888
226,DEBIT,112,0,422610.38,0.0
226,PAYMENT,9138,0,2.0143022e+08,0.0
226,TRANSFER,2377,6,2.8270085e+09,0.002524190155658393
227,CASH_IN,6976,0,1.2514034e+09,0.0
227,CASH_OUT,11235,7,2.218778e+09,0.0006230529595015577
227,DEBIT,94,0,418399.66,0.0
227,PAYMENT,9911,0,2.2379419e+08,0.0
227,TRANSFER,2655,7,2.3099044e+09,0.0026365348399246705
228,CASH_IN,7110,0,1.2810541e+09,0.0
228,CASH_OUT,11453,8,2.345186e+09,0.0006985069414127303
228,DEBIT,138,0,520483.62,0.0
228,PAYMENT,9668,0,1.9595256e+08,0.0
228,TRANSFER,2596,8,2.0901965e+09,0.0030816640986132513
229,CASH_IN,6249,0,1.1763297e+09,0.0
229,CASH_OUT,10463,4,1.9996731e+09,0.0003822995316830737
229,DEBIT,185,0,801097.2,0.0
229,PAYMENT,8885,0,1.4297461e+08,0.0
229,TRANSFER,2522,4,1.7225682e+09,0.0015860428231562252
230,CASH_IN,5997,0,1.05377946e+09,0.0
230,CASH_OUT,9195,9,1.7656783e+09,0.0009787928221859706
230,DEBIT,145,0,587738.94,0.0
230,PAYMENT,8613,0,1.0872415e+08,0.0
230,TRANSFER,2084,8,1.5029222e+09,0.003838771593090211
231,CASH_IN,6228,0,1.123081e+09,0.0
231,CASH_OUT,9625,9,1.863712e+09,0.0009350649350649351
231,DEBIT,156,0,789941.25,0.0
231,PAYMENT,8660,0,1.0731217e+08,0.0
231,TRANSFER,2299,8,1.556379e+09,0.0034797738147020443
232,CASH_IN,6090,0,1.0956416e+09,0.0
232,CASH_OUT,10248,5,2.0159055e+09,0.0004879000780640125
232,DEBIT,161,0,711505.44,0.0
232,PAYMENT,8571,0,1.1279756e+08,0.0
232,TRANSFER,2412,5,1.6115721e+09,0.0020729684908789387
233,CASH_IN,3383,0,6.025298e+08,0.0
233,CASH_OUT,5196,6,9.3142726e+08,0.0011547344110854503
233,DEBIT,100,0,373009.12,0.0
233,PAYMENT,4718,0,7.054361e+07,0.0
233,TRANSFER,1306,6,7.969357e+08,0.004594180704441042
234,CASH_IN,7264,0,1.2436728e+09,0.0
234,CASH_OUT,13538,7,2.3334835e+09,0.000517063081695967
234,DEBIT,225,0,1.2943078e+06,0.0
234,PAYMENT,10299,0,1.5196842e+08,0.0
234,TRANSFER,2727,7,1.6427881e+09,0.002566923359002567
235,CASH_IN,10627,0,1.71333e+09,0.0
235,CASH_OUT,18494,5,2.8055939e+09,0.00027035795393100465
235,DEBIT,259,0,1.9048666e+06,0.0
235,PAYMENT,14405,0,1.5440456e+08,0.0
235,TRANSFER,3706,5,2.6229117e+09,0.0013491635186184566
236,CASH_IN,7576,0,1.1211158e+09,0.0
236,CASH_OUT,13596,5,1.9835986e+09,0.0003677552221241542
236,DEBIT,221,0,1.1088829e+06,0.0
236,PAYMENT,12942,0,1.3057299e+08,0.0
236,TRANSFER,2774,5,1.3276105e+09,0.001802451333813987
237,CASH_IN,3422,0,5.0145446e+08,0.0
237,CASH_OUT,4475,6,6.7988864e+08,0.001340782122905028
237,DEBIT,114,0,597232.56,0.0
237,PAYMENT,6695,0,5.664163e+07,0.0
237,TRANSFER,1297,6,6.296657e+08,0.004626060138781804
238,CASH_IN,1994,0,2.9763523e+08,0.0
238,CASH_OUT,2542,7,3.8913062e+08,0.0027537372147915028
238,DEBIT,140,0,459432.97,0.0
238,PAYMENT,5318,0,4.6600772e+07,0.0
238,TRANSFER,926,7,4.7788864e+08,0.00755939524838013
239,CASH_IN,1400,0,2.1891109e+08,0.0
239,CASH_OUT,1636,5,2.7808742e+08,0.003056234718826406
239,DEBIT,105,0,536810.6,0.0
239,PAYMENT,4683,0,3.888033e+07,0.0
239,TRANSFER,730,5,3.950695e+08,0.00684931506849315
240,CASH_IN,639,0,9.9328216e+07,0.0
240,CASH_OUT,735,7,1.24943624e+08,0.009523809523809525
240,DEBIT,91,0,262920.3,0.0
240,PAYMENT,2324,0,2.1225768e+07,0.0
240,TRANSFER,400,7,2.1421294e+08,0.0175
241,CASH_IN,290,0,4.619243e+07,0.0
241,CASH_OUT,287,9,4.984147e+07,0.0313588850174216
241,DEBIT,81,0,161641.62,0.0
241,PAYMENT,1037,0,6.612956e+06,0.0
241,TRANSFER,170,9,7.75722e+07,0.052941176470588235
242,CASH_IN,138,0,2.28457e+07,0.0
242,CASH_OUT,79,4,1.8851316e+07,0.05063291139240506
242,DEBIT,5,0,13769.58,0.0
242,PAYMENT,382,0,2.729404e+06,0.0
242,TRANSFER,33,4,2.149053e+07,0.12121212121212122
243,CASH_OUT,4,4,8.123938e+06,1.0
243,TRANSFER,4,4,8.123938e+06,1.0
244,CASH_OUT,6,6,1.3649663e+07,1.0
244,TRANSFER,6,6,1.3649663e+07,1.0
245,CASH_OUT,2,2,812345.9,1.0
245,TRANSFER,2,2,812345.9,1.0
246,CASH_OUT,2,2,846068.75,1.0
246,TRANSFER,2,2,846068.75,1.0
247,CASH_OUT,4,4,3.237779e+06,1.0
247,TRANSFER,4,4,3.237779e+06,1.0
248,CASH_OUT,5,5,1.4121887e+07,1.0
248,TRANSFER,5,5,1.4121887e+07,1.0
249,CASH_IN,5610,0,9.1184474e+08,0.0
249,CASH_OUT,7562,14,1.3500265e+09,0.0018513620735255223
249,DEBIT,95,0,726716.06,0.0
249,PAYMENT,7894,0,1.1261926e+08,0.0
249,TRANSFER,2048,14,1.4175836e+09,0.0068359375
250,CASH_IN,7271,0,1.320554e+09,0.0
250,CASH_OUT,11700,11,2.2503002e+09,0.0009401709401709402
250,DEBIT,140,0,2.0536722e+06,0.0
250,PAYMENT,10226,0,1.904882e+08,0.0
250,TRANSFER,2517,11,2.562865e+09,0.004370282081843465
251,CASH_IN,7888,0,1.4250007e+09,0.0
251,CASH_OUT,12788,5,2.3958932e+09,0.00039099155458242104
251,DEBIT,120,0,894627.56,0.0
251,PAYMENT,11689,0,2.2675736e+08,0.0
251,TRANSFER,2784,5,1.7227697e+09,0.0017959770114942528
252,CASH_IN,8040,0,1.4100804e+09,0.0
252,CASH_OUT,13062,1,2.3992822e+09,7.65579543714592e-05
252,DEBIT,137,0,2.0272151e+06,0.0
252,PAYMENT,11440,0,2.1041338e+08,0.0
252,TRANSFER,2911,1,1.8331149e+09,0.00034352456200618345
253,CASH_IN,7533,0,1.3158491e+09,0.0
253,CASH_OUT,12328,5,2.2616922e+09,0.0004055807916937054
253,DEBIT,152,0,9.438142e+06,0.0
253,PAYMENT,10461,0,1.7152485e+08,0.0
253,TRANSFER,2837,5,2.1837233e+09,0.0017624250969333803
254,CASH_IN,6361,0,1.0878391e+09,0.0
254,CASH_OUT,10735,5,1.8608462e+09,0.0004657661853749418
254,DEBIT,135,0,528019.75,0.0
254,PAYMENT,9708,0,1.0145751e+08,0.0
254,TRANSFER,2614,5,1.470967e+09,0.0019127773527161439
255,CASH_IN,6395,0,1.0976613e+09,0.0
255,CASH_OUT,10350,4,1.7580429e+09,0.0003864734299516908
255,DEBIT,137,0,584620.94,0.0
255,PAYMENT,9540,0,8.702099e+07,0.0
255,TRANSFER,2418,4,1.03149114e+09,0.0016542597187758478
256,CASH_IN,6056,0,1.02336435e+09,0.0
256,CASH_OUT,10386,4,1.7254689e+09,0.00038513383400731754
256,DEBIT,146,0,1.4637424e+06,0.0
256,PAYMENT,9529,0,9.166935e+07,0.0
256,TRANSFER,2453,4,1.076843e+09,0.0016306563391765185
257,CASH_IN,5905,0,9.478963e+08,0.0
257,CASH_OUT,10178,3,1.5952817e+09,0.0002947533896639811
257,DEBIT,127,0,357672.2,0.0
257,PAYMENT,8519,0,8.2252936e+07,0.0
257,TRANSFER,2114,3,9.793372e+08,0.0014191106906338694
258,CASH_IN,5998,0,9.4266144e+08,0.0
258,CASH_OUT,10613,4,1.6504367e+09,0.00037689625930462643
258,DEBIT,133,0,443896.25,0.0
258,PAYMENT,8740,0,7.75012e+07,0.0
258,TRANSFER,2178,4,9.12737e+08,0.0018365472910927456
259,CASH_IN,9537,0,1.3784027e+09,0.0
259,CASH_OUT,16896,5,2.2745884e+09,0.0002959280303030303
259,DEBIT,216,0,716181.5,0.0
259,PAYMENT,13390,0,9.785271e+07,0.0
259,TRANSFER,3289,5,1.3253377e+09,0.0015202189115232593
260,CASH_IN,6847,0,9.84615e+08,0.0
260,CASH_OUT,12055,6,1.6339139e+09,0.0004977187888842803
260,DEBIT,119,0,556836.7,0.0
260,PAYMENT,12136,0,8.5046616e+07,0.0
260,TRANSFER,2517,6,1.0833174e+09,0.0023837902264600714
261,CASH_IN,3033,0,4.2288448e+08,0.0
261,CASH_OUT,4174,10,5.7907174e+08,0.0023957834211787254
261,DEBIT,50,0,458652.0,0.0
261,PAYMENT,5905,0,4.2339316e+07,0.0
261,TRANSFER,1258,10,5.2426797e+08,0.00794912559618442
262,CASH_IN,2091,0,3.1342234e+08,0.0
262,CASH_OUT,2635,11,3.612528e+08,0.004174573055028463
262,DEBIT,79,0,501283.47,0.0
262,PAYMENT,5358,0,3.7047948e+07,0.0
262,TRANSFER,962,11,5.0926806e+08,0.011434511434511435
263,CASH_IN,1453,0,2.2414672e+08,0.0
263,CASH_OUT,1509,3,2.2237306e+08,0.0019880715705765406
263,DEBIT,100,0,327350.88,0.0
263,PAYMENT,4342,0,2.1992028e+07,0.0
263,TRANSFER,617,3,2.1639902e+08,0.004862236628849271
264,CASH_IN,663,0,1.0369222e+08,0.0
264,CASH_OUT,661,4,9.908343e+07,0.006051437216338881
264,DEBIT,77,0,217807.94,0.0
264,PAYMENT,2296,0,1.1073372e+07,0.0
264,TRANSFER,345,4,1.5492238e+08,0.011594202898550725
265,CASH_IN,305,0,4.8531612e+07,0.0
265,CASH_OUT,186,6,3.6229988e+07,0.03225806451612903
265,DEBIT,60,0,212360.19,0.0
265,PAYMENT,906,0,4.4595625e+06,0.0
265,TRANSFER,124,6,5.533964e+07,0.04838709677419355
